"lon","lat"
145.170289382823,-15.4297821691897
145.179605185572,-15.4298587760388
145.18892104015,-15.4299349923512
145.198236946292,-15.4300108181174
145.207552903733,-15.4300862533274
145.216868912207,-15.4301612979716
145.226184971451,-15.4302359520405
145.235501081199,-15.4303102155243
145.151577924491,-15.4386639324083
145.160894025483,-15.4387413678078
145.170210178844,-15.4388184124509
145.179526384309,-15.4388950663275
145.188842641613,-15.4389713294278
145.198158950491,-15.4390472017421
145.207475310678,-15.4391226832605
145.216791721911,-15.4391977739734
145.226108183922,-15.4392724738712
145.235424696449,-15.4393467829442
145.132865012776,-15.4475439343729
145.142181411173,-15.4476221992459
145.15149786248,-15.4477000731427
145.160814366431,-15.4477775560532
145.170130922761,-15.4478546479674
145.179447531206,-15.4479313488755
145.188764191501,-15.4480076587676
145.198080903381,-15.4480835776339
145.20739766658,-15.4481591054646
145.216714480834,-15.4482342422501
145.226031345879,-15.4483089879806
145.235348261448,-15.4483833426467
145.12346734329,-15.4565012675284
145.132784091704,-15.4565799716017
145.142100893304,-15.4566582844691
145.151417747824,-15.4567362061205
145.160734654998,-15.4568137365459
145.170051614564,-15.4568908757353
145.179368626254,-15.4569676236788
145.188685689804,-15.4570439803665
145.19800280495,-15.4571199457887
145.207319971426,-15.4571955199356
145.216637188968,-15.4572707027974
145.22595445731,-15.4573454943646
145.104751822482,-15.465378569831
145.114068867167,-15.4654581050034
145.123385965577,-15.4655372487504
145.132703117448,-15.4656160010619
145.142020322515,-15.4656943619276
145.151337580512,-15.4657723313376
145.160654891176,-15.4658499092818
145.169972254241,-15.4659270957503
145.179289669441,-15.4660038907332
145.188607136512,-15.4660802942205
145.19792465519,-15.4661563062024
145.207242225208,-15.4662319266693
145.216559846301,-15.4663071556113
145.225877518206,-15.4663819930189
145.235195240656,-15.4664564388823
145.253830836133,-15.4666041559387
145.095352189517,-15.4743344705238
145.104669583899,-15.4744144460727
145.113987032283,-15.4744940299667
145.123304534403,-15.4745732221956
145.132622089996,-15.4746520227491
145.141939698795,-15.4747304316172
145.151257360535,-15.4748084487898
145.160575074953,-15.4748860742568
145.169892841782,-15.4749633080084
145.179210660758,-15.4750401500344
145.188528531615,-15.4751166003252
145.197846454088,-15.4751926588709
145.207164427913,-15.4752683256616
145.216482452824,-15.4753436006877
145.225800528556,-15.4754184839395
145.235118654844,-15.4754929754073
145.244436831424,-15.4755670750817
145.253755058028,-15.4756407829531
145.263073334394,-15.4757140990119
145.085951748921,-15.4832898736121
145.095269492978,-15.4833702900109
145.104587291314,-15.4834503145252
145.113905143662,-15.4835299471449
145.123223049758,-15.4836091878596
145.132541009337,-15.4836880366593
145.141859022133,-15.4837664935338
145.151177087882,-15.4838445584729
145.160495206318,-15.4839222314667
145.169813377177,-15.4839995125052
145.179131600193,-15.4840764015785
145.188449875101,-15.4841528986767
145.197768201635,-15.4842290037899
145.207086579532,-15.4843047169083
145.216405008526,-15.4843800380223
145.225723488351,-15.4844549671222
145.235042018742,-15.4845295041983
145.244360599434,-15.4846036492411
145.253679230163,-15.4846774022409
145.262997910662,-15.4847507631884
145.272316640667,-15.4848237320742
145.076550500187,-15.4922447783706
145.085868593897,-15.4923256360925
145.095186742162,-15.4924061017005
145.104504944716,-15.4924861751843
145.113823201293,-15.4925658565337
145.12314151163,-15.4926451457384
145.13245987546,-15.4927240427883
145.141778292519,-15.4928025476731
145.151096762541,-15.4928806603828
145.160415285261,-15.4929583809074
145.169733860414,-15.4930357092369
145.179052487735,-15.4931126453612
145.188371166959,-15.4931891892707
145.197689897821,-15.4932653409553
145.207008680055,-15.4933411004054
145.216327513396,-15.4934164676112
145.225646397579,-15.493491442563
145.234965332338,-15.4935660252511
145.244284317409,-15.493640215666
145.253603352526,-15.4937140137982
145.262922437425,-15.4937874196381
145.272241571839,-15.4938604331764
145.076466886147,-15.501280483592
145.085785384319,-15.501361390767
145.095103937056,-15.5014419055885
145.104422544094,-15.5015220280459
145.113741205166,-15.5016017581291
145.123059920008,-15.5016810958279
145.132378688355,-15.5017600411319
145.141697509941,-15.5018385940311
145.151016384501,-15.5019167545154
145.160335311771,-15.5019945225747
145.169654291484,-15.5020718981991
145.178973323376,-15.5021488813785
145.188292407181,-15.5022254721031
145.197611542634,-15.5023016703631
145.20693072947,-15.5023774761487
145.216249967424,-15.5024528894501
145.22556925623,-15.5025279102576
145.234888595623,-15.5026025385616
145.244207985338,-15.5026767743525
145.253527425109,-15.5027506176207
145.262846914672,-15.5028240683568
145.27216645376,-15.5028971265513
145.067064369221,-15.5102348317841
145.076383217278,-15.5103161809994
145.085702120176,-15.5103971376317
145.095021077651,-15.5104777016707
145.104340089437,-15.5105578731058
145.113659155269,-15.5106376519269
145.122978274882,-15.5107170381237
145.13229744801,-15.510796031686
145.141616674389,-15.5108746326036
145.150935953753,-15.5109528408665
145.160255285837,-15.5110306564645
145.169574670375,-15.5111080793877
145.178894107102,-15.5111851096261
145.188213595754,-15.5112617471699
145.197533136064,-15.5113379920091
145.206852727768,-15.511413844134
145.216172370599,-15.5114893035349
145.225492064294,-15.511564370202
145.234811808586,-15.5116390441256
145.24413160321,-15.5117133252963
145.253451447901,-15.5117872137044
145.262771342393,-15.5118607093404
145.272091286421,-15.5119338121949
145.05766104261,-15.519188679943
145.066980240529,-15.519270471672
145.076299493566,-15.5193518705886
145.085618801456,-15.5194328766824
145.094938163934,-15.5195134899429
145.104257580734,-15.5195937103599
145.113577051591,-15.519673537923
145.12289657624,-15.5197529726219
145.132216154415,-15.5198320144465
145.141535785852,-15.5199106633865
145.150855470285,-15.5199889194319
145.160175207448,-15.5200667825726
145.169494997077,-15.5201442527986
145.178814838905,-15.5202213301
145.188134732668,-15.5202980144668
145.197454678101,-15.5203743058892
145.206774674937,-15.5204502043573
145.216094722912,-15.5205257098615
145.225414821761,-15.520600822392
145.234734971217,-15.5206755419392
145.244055171015,-15.5207498684934
145.253375420891,-15.5208238020451
145.262695720578,-15.5208973425848
145.272016069811,-15.5209704901031
145.057576453566,-15.5282242620591
145.066896056719,-15.5283061037333
145.076215715002,-15.5283875523554
145.085535428149,-15.5284686079148
145.094855195894,-15.5285492704011
145.104175017973,-15.528629539804
145.113494894121,-15.5287094161131
145.122814824071,-15.5287888993182
145.132134807559,-15.5288679894091
145.141454844319,-15.5289466863756
145.150774934086,-15.5290249902075
145.160095076594,-15.5291029008949
145.169415271578,-15.5291804184277
145.178735518773,-15.5292575427959
145.188055817914,-15.5293342739897
145.197376168734,-15.5294106119991
145.206696570969,-15.5294865568144
145.216017024352,-15.5295621084258
145.22533752862,-15.5296372668235
145.234658083505,-15.529712031998
145.243978688743,-15.5297864039396
145.253299344069,-15.5298603826387
145.262620049216,-15.5299339680859
145.04817185588,-15.5371775514351
145.057491809127,-15.5372598363403
145.06681181778,-15.537341727964
145.076131881573,-15.5374232262956
145.085452000242,-15.5375043313248
145.094772173521,-15.537585043041
145.104092401145,-15.5376653614339
145.113412682848,-15.5377452864932
145.122733018365,-15.5378248182085
145.132053407431,-15.5379039565698
145.141373849779,-15.5379827015667
145.150694345145,-15.5380610531893
145.160014893264,-15.5381390114273
145.169335493869,-15.5382165762708
145.178656146696,-15.5382937477099
145.187976851479,-15.5383705257345
145.197297607952,-15.5384469103349
145.206618415851,-15.5385229015012
145.215939274908,-15.5385984992236
145.22526018486,-15.5386737034925
145.234581145441,-15.5387485142981
145.243902156384,-15.5388229316309
145.253223217425,-15.5388969554812
145.262544328299,-15.5389705858396
145.048086750282,-15.5462130676837
145.057407109282,-15.5462954027824
145.0667275237,-15.5463773443598
145.076047993269,-15.5464588924052
145.085368517726,-15.5465400469082
145.094689096804,-15.5466208078585
145.104009730237,-15.5467011752455
145.113330417761,-15.546781149059
145.122651159111,-15.5468607292887
145.131971954019,-15.5469399159243
145.141292802222,-15.5470187089558
145.150613703453,-15.5470971083729
145.159934657447,-15.5471751141656
145.169255663939,-15.5472527263238
145.178576722663,-15.5473299448376
145.187897833354,-15.5474067696971
145.197218995746,-15.5474832008923
145.206540209573,-15.5475592384135
145.21586147457,-15.5476348822509
145.225182790472,-15.5477101323947
145.234504157013,-15.5477849888353
145.243825573928,-15.547859451563
145.25314704095,-15.5479335205683
145.262468557814,-15.5480071958417
145.271790124256,-15.5480804773737
145.281111740008,-15.5481533651548
145.048001589,-15.5552485760849
145.057322354019,-15.5553309613813
145.066643174467,-15.5554129529165
145.075964050079,-15.5554945506799
145.085284980588,-15.555575754661
145.09460596573,-15.5556565648493
145.103927005239,-15.5557369812346
145.11324809885,-15.5558170038064
145.122569246296,-15.5558966325545
145.131890447314,-15.5559758674686
145.141211701636,-15.5560547085386
145.150533008997,-15.5561331557543
145.159854369133,-15.5562112091056
145.169175781777,-15.5562888685826
145.178497246664,-15.5563661341751
145.187818763528,-15.5564430058733
145.197140332103,-15.5565194836673
145.206461952125,-15.5565955675473
145.215783623328,-15.5566712575034
145.225105345446,-15.556746553526
145.234427118213,-15.5568214556054
145.243748941363,-15.5568959637319
145.253070814632,-15.556970077896
145.262392737754,-15.5570437980882
145.271714710462,-15.5571171242989
145.281036732492,-15.5571900565187
145.309003091852,-15.5574064891394
145.038595256426,-15.5642012471456
145.047916372024,-15.5642840766345
145.057237543327,-15.5643665121328
145.066558770071,-15.56444855363
145.07588005199,-15.5645302011155
145.085201388818,-15.5646114545788
145.09452278029,-15.5646923140095
145.10384422614,-15.5647727793971
145.113165726102,-15.5648528507313
145.122487279912,-15.5649325280019
145.131808887303,-15.5650118111985
145.14113054801,-15.5650907003111
145.150452261768,-15.5651691953294
145.15977402831,-15.5652472962433
145.169095847371,-15.5653250030429
145.178417718687,-15.5654023157181
145.18773964199,-15.565479234259
145.197061617015,-15.5655557586557
145.206383643497,-15.5656318888983
145.215705721171,-15.5657076249772
145.225027849769,-15.5657829668824
145.234350029028,-15.5658579146044
145.243672258681,-15.5659324681336
145.252994538462,-15.5660066274602
145.262316868106,-15.5660803925749
145.271639247347,-15.566153763468
145.280961675919,-15.5662267401303
145.290284153557,-15.5662993225522
145.299606679996,-15.5663715107245
145.308929254968,-15.5664433046379
145.038509577206,-15.5732366893933
145.047831099342,-15.5733195693283
145.057152677196,-15.5734020550328
145.066474310501,-15.5734841464962
145.075795998992,-15.573565843708
145.085117742404,-15.5736471466576
145.094439540471,-15.5737280553347
145.103761392927,-15.5738085697288
145.113083299507,-15.5738886898295
145.122405259946,-15.5739684156266
145.131727273976,-15.5740477471099
145.141049341334,-15.574126684269
145.150371461753,-15.5742052270939
145.159693634968,-15.5742833755745
145.169015860713,-15.5743611297007
145.178338138722,-15.5744384894625
145.187660468729,-15.57451545485
145.19698285047,-15.5745920258533
145.206305283678,-15.5746682024626
145.215627768088,-15.5747439846679
145.224950303433,-15.5748193724597
145.234272889449,-15.5748943658282
145.243595525869,-15.5749689647637
145.252918212429,-15.5750431692568
145.262240948861,-15.5751169792977
145.2715637349,-15.5751903948771
145.280886570281,-15.5752634159855
145.290209454738,-15.5753360426135
145.299532388005,-15.5754082747518
145.308855369816,-15.5754801123911
145.038423842003,-15.5822721237768
145.047745770943,-15.5823550541621
145.057067755612,-15.5824375900769
145.066389795744,-15.5825197315108
145.075711891074,-15.582601478453
145.085034041335,-15.5826828308932
145.094356246263,-15.5827637888208
145.103678505591,-15.5828443522255
145.113000819054,-15.5829245210969
145.122323186387,-15.5830042954246
145.131645607323,-15.5830836751985
145.140968081597,-15.5831626604083
145.150290608943,-15.5832412510438
145.159613189096,-15.583319447095
145.168935821789,-15.5833972485518
145.178258506758,-15.5834746554043
145.187581243736,-15.5835516676423
145.196904032458,-15.5836282852561
145.206226872657,-15.5837045082358
145.215549764069,-15.5837803365716
145.224872706427,-15.5838557702538
145.234195699466,-15.5839308092726
145.24351874292,-15.5840054536184
145.252841836522,-15.5840797032815
145.262164980008,-15.5841535582526
145.271488173112,-15.584227018522
145.280811415567,-15.5843000840803
145.290134707109,-15.5843727549181
145.29945804747,-15.5844450310261
145.308781436386,-15.5845169123949
145.31810487359,-15.5845883990154
145.038338050805,-15.5913075502919
145.047660386815,-15.5913905311317
145.056982778565,-15.5914731172612
145.06630522579,-15.5915553086697
145.075627728223,-15.5916371053466
145.0849502856,-15.5917185072815
145.094272897654,-15.5917995144638
145.10359556412,-15.5918801268832
145.112918284732,-15.5919603445292
145.122241059225,-15.5920401673917
145.131563887332,-15.5921195954603
145.140886768787,-15.5921986287247
145.150209703327,-15.5922772671749
145.159532690683,-15.5923555108008
145.168855730591,-15.5924333595922
145.178178822785,-15.5925108135391
145.187501966999,-15.5925878726317
145.196825162967,-15.5926645368599
145.206148410424,-15.592740806214
145.215471709104,-15.5928166806841
145.22479505874,-15.5928921602605
